Player,Year,POS,club,GP,GS,MINS,G,A,G/90min,A/90min,GWG,GWA,HmG,RdG,HmA,RdA,base_salary,guaranteed_compensation,G+A
Jose Guillermo Ortiz,2017,F,DC,16,7,669,1,0,0.13,0.0,0,0,1,0,0,0,129996.0,137621.0,1
Jose Hernandez,2017,M,RSL,7,1,160,1,0,0.56,0.0,0,0,0,1,0,0,53004.0,56379.0,1
Jose Kleberson,2013,M,PHI,11,7,532,1,2,0.17,0.34,1,0,1,0,0,2,495000.0,495000.0,3
Jose Manuel Rivera,2013,F,CHV,9,3,266,0,0,0.0,0.0,0,0,0,0,0,0,116000.0,116000.0,0
Josef Martinez,2017,F,ATL,21,18,1642,19,1,1.12,0.06,3,0,16,3,0,1,1848000.0,2082620.0,20
Joseph Greenspan,2015,D,COL,3,2,185,0,0,0.0,0.0,0,0,0,0,0,0,50000.04,50000.04,0
Joseph Nane,2011,M,COL,11,3,364,0,0,0.0,0.0,0,0,0,0,0,0,84000.0,84000.0,0
Joseph Nane,2012,M,COL,9,6,446,1,0,0.2,0.0,1,0,1,0,0,0,44100.0,44100.0,1
Joseph Ngwenya,2010,F,HOU,12,6,589,1,0,0.15,0.0,0,0,1,0,0,0,72000.0,72000.0,1
Josh Williams,2011,D,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,84000.0,84000.0,0
Josh Williams,2012,D,CLB,30,27,2429,1,3,0.04,0.11,0,1,0,1,2,1,44100.0,44100.0,4
Josh Williams,2013,D,CLB,27,25,2284,3,0,0.12,0.0,0,0,1,2,0,0,52313.0,52313.0,3
Josh Williams,2014,D,CLB,15,13,1157,0,1,0.0,0.08,0,1,0,0,0,1,250000.0,250000.0,1
Josh Williams,2017,D,CLB,27,24,2275,3,0,0.15,0.0,2,0,2,1,0,0,220008.0,220008.0,3
Josip Mikulic,2011,D,CHI,14,12,1038,0,0,0.0,0.0,0,0,0,0,0,0,110000.0,116250.0,0
Josue Soto,2011,D-M,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65200.08,76450.08,0
Josue Soto,2012,D-M,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,67500.0,77500.0,0
Josue Soto,2013,D-M,CHV,18,12,1158,0,0,0.0,0.0,0,0,0,0,0,0,35125.0,35125.0,0
Jovan Kirovski,2007,M-F,COL,28,28,2161,6,1,0.25,0.04,2,1,4,2,1,0,200000.0,200000.0,7
Jozy Altidore,2015,F,TOR,26,22,1886,13,0,0.65,0.0,5,0,7,6,0,0,9500000.0,9500000.0,13
Jozy Altidore,2016,F,TOR,29,22,2068,15,9,1.38,0.9199999999999999,2,4,8,7,3,6,9650000.0,9650000.0,24
Jozy Altidore,2017,F,TOR,31,29,2479,17,6,1.25,0.25,7,3,10,7,4,2,9750000.0,9750000.0,23
Juan David Cabezas,2017,M,HOU,32,31,2711,1,0,0.04,0.0,0,0,1,0,0,0,486000.0,534000.0,1
Juan Esteban Ortiz,2016,M,DAL,5,2,171,0,0,0.0,0.0,0,0,0,0,0,0,320000.0,409000.0,0
Juan Luis Anangono,2013,F,CHI,13,9,839,2,1,0.21,0.11,0,1,1,1,0,1,120000.0,120000.0,3
Juan Luis Anangono,2014,F,CHI,15,4,472,2,0,0.38,0.0,0,0,2,0,0,0,175000.0,175000.0,2
Juan Pablo Angel,2011,F,CHV,31,26,2314,10,1,0.39,0.04,1,0,5,5,1,0,1000000.0,1250000.0,11
Juan Pablo Angel,2012,F,CHV,19,9,1004,4,0,0.36,0.0,1,0,2,2,0,0,350000.0,600000.0,4
Julian Buescher,2016,M,DC,21,3,609,1,4,0.15,0.62,0,0,1,0,1,3,140000.0,159400.0,5
Julian Buescher,2017,M,DC,7,2,180,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,94700.0,0
Julian de Guzman,2012,M,DAL,28,21,1957,1,5,0.05,0.23,1,1,1,0,2,3,1863996.0,1910746.0,6
Julien Baudet,2009,D,COL,10,9,786,1,0,0.11,0.0,1,0,1,0,0,0,156000.0,169750.0,1
Julien Baudet,2010,D,COL,22,14,1242,0,0,0.0,0.0,0,0,0,0,0,0,336000.0,363500.0,0
Julio Baptista,2016,F,ORL,23,5,729,6,3,0.74,0.37,0,1,2,4,1,2,90000.0,90000.0,9
Julio Morales,2013,F,CHV,17,9,768,2,0,0.23,0.0,0,0,1,1,0,0,35125.0,35125.0,2
Julius James,2011,D,CLB,32,32,2880,1,0,0.03,0.0,1,0,1,0,0,0,125588.0,144338.0,1
Julius James,2012,D,CLB,12,7,714,0,0,0.0,0.0,0,0,0,0,0,0,100000.0,100000.0,0
Jun Marques Davidson,2012,M,VAN,24,24,2115,0,0,0.0,0.0,0,0,0,0,0,0,135000.0,142273.34,0
Jun Marques Davidson,2013,M,VAN,26,24,1961,0,1,0.0,0.05,0,1,0,0,0,1,74250.0,78019.66,1
Justen Glad,2014,D,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,73000.0,95000.0,0
Justen Glad,2015,D,RSL,7,6,551,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,71000.0,0
Justen Glad,2016,D,RSL,29,28,2514,2,1,0.07,0.04,0,0,0,2,1,0,200000.0,222000.0,3
Justen Glad,2017,D,RSL,18,18,1620,0,0,0.0,0.0,0,0,0,0,0,0,225000.0,246700.0,0
Justin Braun,2008,F,CHV,26,13,1339,5,2,1.05,0.15,1,0,3,2,1,1,25800.0,25800.0,7
Justin Braun,2009,F,CHV,17,16,1391,3,2,0.22,0.15,2,1,2,1,2,0,40200.0,40200.0,5
Justin Braun,2010,F,CHV,28,24,2118,9,3,0.38,0.13,3,1,5,4,0,3,65000.0,67500.0,12
Justin Braun,2011,F,CHV,29,22,2055,8,5,0.35,0.22,2,3,4,4,2,3,85000.0,87500.0,13
Justin Braun,2013,F,TOR,21,8,779,2,2,0.23,0.23,0,0,1,1,2,0,112200.0,114700.0,4
Justin Mapp,2007,M,CHI,14,10,821,0,1,0.0,0.11,0,1,0,0,1,0,260000.0,272000.0,1
Justin Mapp,2008,M,CHI,33,29,2486,2,10,0.08,1.02,1,3,0,2,8,2,330000.0,400000.0,12
Justin Mapp,2009,M,CHI,23,11,1027,1,3,0.09,0.27,0,1,0,1,2,1,440000.0,510000.0,4
Justin Mapp,2011,M,PHI,31,25,1953,3,5,0.15,1.17,0,1,0,3,3,2,350000.0,366666.66,8
Justin Mapp,2012,M,MTL,27,21,1641,2,5,0.11,0.27,1,2,1,1,4,1,210000.0,218333.33,7
Justin Mapp,2013,M,MTL,28,26,2227,2,8,0.08,0.34,0,2,0,2,7,1,250000.0,275000.0,10
Justin Mapp,2014,M,MTL,23,20,1726,0,8,0.0,0.42,0,0,0,0,4,4,162250.0,174750.0,8
Justin Mapp,2015,M,MTL,5,3,264,0,0,0.0,0.0,0,0,0,0,0,0,373450.0,398450.0,0
Justin Morrow,2014,D,TOR,31,30,2676,0,3,0.0,0.1,0,0,0,0,0,3,160000.0,169562.5,3
Justin Morrow,2015,D,TOR,33,32,2846,2,2,0.07,0.07,0,1,2,0,1,1,340000.0,359125.0,4
Justin Morrow,2016,D,TOR,37,37,3253,5,5,0.17,0.29000000000000004,1,1,3,2,2,3,400000.0,433333.34,10
Justin Morrow,2017,D,TOR,33,33,2923,8,1,0.29,0.04,0,1,7,1,1,0,420000.0,453333.34,9
Justin Schmidt,2017,D,RSL,9,7,676,0,0,0.0,0.0,0,0,0,0,0,0,53004.0,53004.0,0
Kai Kasiguran,2008,M,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Kalif Alhassan,2011,M,POR,32,27,2337,0,6,0.0,0.23,0,3,0,0,6,0,60000.0,69250.0,6
Kalif Alhassan,2012,M,POR,16,10,827,1,2,0.11,0.22,0,1,1,0,2,0,70000.0,79250.0,3
Kalif Alhassan,2013,M,POR,34,15,1465,3,4,0.2,0.8400000000000001,2,2,3,0,3,1,160000.0,178500.0,7
Kalif Alhassan,2014,M,POR,15,5,590,1,1,0.15,0.15,0,0,1,0,1,0,120000.0,120000.0,2
Kamani Hill,2012,F,COL,19,3,582,5,2,0.77,0.31,1,0,4,1,1,1,44004.0,44004.0,7
Kamani Hill,2013,F,COL,6,2,188,0,0,0.0,0.0,0,0,0,0,0,0,93000.0,93000.0,0
Kamani Hill,2014,F,COL,15,11,866,2,0,0.21,0.0,1,0,2,0,0,0,48825.0,48825.0,2
Karl Ouimette,2012,D,MTL,2,0,66,0,0,0.0,0.0,0,0,0,0,0,0,33750.0,33750.0,0
Karl Ouimette,2013,D,MTL,7,6,547,1,0,0.16,0.0,1,0,1,0,0,0,93000.0,93000.0,1
Karl Ouimette,2014,D,MTL,11,9,834,0,0,0.0,0.0,0,0,0,0,0,0,48825.0,48825.0,0
Keith Makubuya,2012,F,TOR,1,0,10,0,0,0.0,0.0,0,0,0,0,0,0,44000.0,44000.0,0
Keith Savage,2008,M,CHV,6,3,295,0,1,0.0,0.31,0,0,0,0,0,1,25800.0,25800.0,1
Kellen Gulley,2012,F,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,110000.0,138000.0,0
Kellen Gulley,2013,F,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65000.0,79000.0,0
Kelyn Rowe,2012,M,NE,30,21,1897,3,5,0.14,0.24,1,1,1,2,3,2,75000.0,156000.0,8
Kelyn Rowe,2013,M,NE,35,28,2733,8,9,0.69,0.72,1,2,6,2,6,3,180000.0,342000.0,17
Kelyn Rowe,2014,M,NE,32,25,2312,5,6,0.23,0.49,0,2,2,3,4,2,200000.0,362000.0,11
Kelyn Rowe,2015,M,NE,34,22,2014,7,6,0.33,0.28,2,1,3,4,3,3,280000.0,442000.0,13
Kelyn Rowe,2016,M,NE,33,32,2787,5,7,0.16,0.23,2,1,1,4,3,4,160000.0,241000.0,12
Kelyn Rowe,2017,M,NE,23,21,1897,1,7,0.05,0.33,1,2,0,1,5,2,165000.0,230000.0,8
Kennedy Igboananike,2015,F,CHI,31,20,1796,7,3,0.35,0.15,1,1,4,3,1,2,800000.0,901666.67,10
Kennedy Igboananike,2016,F,CHI,25,20,1754,5,1,0.26,0.05,1,0,3,2,1,0,1600000.0,1803333.34,6
Kenneth Hoerner,2007,M-F,HOU,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Kenny Cooper,2007,F,DAL,16,14,1271,4,3,0.34,0.61,1,0,0,4,1,2,160000.0,166000.0,7
Kenny Cooper,2008,F,DAL,30,30,2622,18,3,0.62,0.1,4,0,10,8,3,0,80000.0,83000.0,21
Kenny Cooper,2011,F,POR,34,29,2562,8,2,0.28,0.07,2,0,4,4,1,1,250000.0,267500.0,10
Kenny Cooper,2013,F,DAL,31,19,1741,6,1,0.31,0.05,1,0,4,2,0,1,325000.0,342500.0,7
Kenny Cooper,2014,F,SEA,23,12,1014,3,4,0.27,0.36,1,1,2,1,1,3,400000.0,531250.0,7
Kenny Cooper,2015,F,MTL,1,0,4,0,0,0.0,0.0,0,0,0,0,0,0,440000.0,571250.0,0
Kenny Cutler,2007,M,RSL,2,0,32,0,0,0.0,0.0,0,0,0,0,0,0,30000.0,30000.0,0
Kenny Cutler,2008,M,RSL,11,5,454,0,0,0.0,0.0,0,0,0,0,0,0,72000.0,72000.0,0
Kenny Deuchar,2008,F,RSL,30,18,1558,3,2,0.17,0.12,0,0,1,2,1,1,270000.0,290000.0,5
Kenny Miller,2012,F,VAN,14,8,747,2,1,0.25,0.13,0,1,1,1,1,0,2443632.0,2478632.0,3
Kenny Miller,2013,F,VAN,21,19,1643,8,1,0.44,0.05,5,0,5,3,0,1,1114992.0,1124992.0,9
Kenwyne Jones,2017,F,ATL,17,5,499,2,0,0.36,0.0,0,0,1,1,0,0,780000.0,826666.66,2
Keon Daniel,2011,M,PHI,18,9,888,1,2,0.1,0.2,0,1,1,0,0,2,84000.0,92820.0,3
Keon Daniel,2012,M,PHI,22,17,1517,1,1,0.06,0.06,0,1,0,1,1,0,55000.0,59410.0,2
Keon Daniel,2013,M,PHI,24,20,1721,0,1,0.0,0.05,0,0,0,0,1,0,80004.0,82891.5,1
Kevan George,2012,M,CLB,7,4,427,0,0,0.0,0.0,0,0,0,0,0,0,33750.0,33750.0,0
Kevan George,2013,M,CLB,11,3,435,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,46500.0,0
Kevan George,2014,M,CLB,4,2,204,0,0,0.0,0.0,0,0,0,0,0,0,97650.0,97650.0,0
Kevan George,2015,M,CLB,8,2,287,0,1,0.0,0.32,0,0,0,0,1,0,120000.0,120000.0,1
Kevin Alston,2016,D,ORL,24,21,1989,0,0,0.0,0.0,0,0,0,0,0,0,130000.0,130000.0,0
Kevin Alston,2017,D,ORL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,135000.0,135000.0,0
Kevin Burns,2008,M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Kevin Burns,2009,M,CLB,8,4,359,0,0,0.0,0.0,0,0,0,0,0,0,40200.0,40200.0,0
Kevin Burns,2010,M,CLB,11,4,478,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,80000.0,0
Kevin Burns,2011,M,CLB,19,15,1243,0,1,0.0,0.07,0,1,0,0,1,0,84000.0,84000.0,1
Kevin Doyle,2015,F,COL,20,16,1489,5,2,0.3,0.12,4,2,4,1,0,2,1125000.0,1170000.0,7
Kevin Doyle,2016,F,COL,30,28,2548,7,2,0.49,0.08,1,1,4,3,1,1,2150000.0,2240000.0,9
Kevin Doyle,2017,F,COL,25,23,1966,5,4,0.23,0.18,0,1,4,1,3,1,1000000.0,1045000.0,9
Kevin Garcia,2017,D,HOU,3,2,211,0,0,0.0,0.0,0,0,0,0,0,0,131266.8,131266.8,0
Kevin Goldthwaite,2011,D,POR,4,3,190,1,0,0.47,0.0,0,0,1,0,0,0,110000.0,126666.67,1
Kevin Harmse,2009,M,CHV,12,8,805,0,0,0.0,0.0,0,0,0,0,0,0,158400.0,158400.0,0
Kevin Kratz,2017,M,ATL,20,5,590,1,1,0.15,0.15,0,0,1,0,1,0,300000.0,328500.0,2
Kevin Reiman,2008,M,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Khaly Thiam,2016,M,CHI,20,15,1285,1,0,0.07,0.0,0,0,0,1,0,0,144000.0,144000.0,1
Khari Stephenson,2013,M,RSL,20,9,822,1,1,0.11,0.11,0,0,1,0,0,1,155000.0,163916.66,2
Kingsley Bryce,2015,F,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,50000.0,50000.0,0
Kip Colvey,2017,M,SJ,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,108150.0,108150.0,0
Kofi Opare,2016,D,DC,10,10,874,0,0,0.0,0.0,0,0,0,0,0,0,180000.0,210000.0,0
Kofi Opare,2017,D,DC,26,25,2214,2,1,0.08,0.04,0,1,2,0,1,0,105000.0,120000.0,3
Kofi Sarkodie,2011,D,HOU,7,7,582,0,0,0.0,0.0,0,0,0,0,0,0,130000.0,221000.0,0
Kofi Sarkodie,2012,D,HOU,16,13,1222,1,1,0.17,0.13,0,0,1,0,0,1,180000.0,271000.0,2
Kofi Sarkodie,2013,D,HOU,38,38,3428,0,5,0.0,0.31,0,2,0,0,2,3,200000.0,291000.0,5
Kofi Sarkodie,2014,D,HOU,32,32,2872,0,4,0.0,0.13,0,2,0,0,3,1,150000.0,195500.0,4
Kofi Sarkodie,2015,D,HOU,16,15,1304,0,1,0.0,0.07,0,1,0,0,1,0,190000.0,235500.0,1
Kofi Sarkodie,2017,D,SJ,19,17,1399,0,1,0.0,0.07,0,1,0,0,1,0,270000.0,280000.0,1
Konrad Warzycha,2013,M,CLB,13,2,272,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,46500.0,0
Korey Veeder,2011,D,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65200.0,68950.0,0
Kortne Ford,2017,D,COL,20,19,1727,1,0,0.05,0.0,1,0,1,0,0,0,69996.0,76996.0,1
Kory Kindle,2013,D,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,70250.0,70250.0,0
Kosuke Kimura,2007,D,COL,4,4,360,0,0,0.0,0.0,0,0,0,0,0,0,12900.0,12900.0,0
Kosuke Kimura,2008,D,COL,18,17,1438,0,0,0.0,0.0,0,0,0,0,0,0,17700.0,17700.0,0
Kosuke Kimura,2009,D,COL,26,21,1932,2,2,0.09,0.09,1,0,2,0,1,1,52500.0,52500.0,4
Kosuke Kimura,2010,D,COL,27,25,2312,1,3,0.24,0.14,1,0,1,0,2,1,115500.0,115500.0,4
Kosuke Kimura,2011,D,COL,36,36,3122,1,2,0.03,0.74,0,1,1,0,2,0,127050.0,127050.0,3
Kraig Chiles,2008,M,CHV,5,2,195,0,1,0.0,0.46,0,0,0,0,0,1,25800.0,25800.0,1
Kris Boyd,2012,F,POR,26,22,1893,7,1,0.33,0.05,1,0,6,1,1,0,1250000.0,1515000.0,8
Kristinn Steindorsson,2015,M,CLB,21,4,621,0,0,0.0,0.0,0,0,0,0,0,0,210000.0,238875.0,0
Kristopher Tyrpak,2014,F,CHV,9,0,156,1,1,0.58,0.58,0,0,1,0,0,1,36504.0,36504.0,2
Krzysztof Krol,2014,D,MTL,12,11,961,0,1,0.0,0.09,0,0,0,0,0,1,153000.0,153000.0,1
Kwame Sarkodie,2008,M,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,12900.0,12900.0,0
Kwame Watson-Siriboe,2010,D,CHI,10,7,681,0,0,0.0,0.0,0,0,0,0,0,0,40000.0,40000.0,0
Kwame Watson-Siriboe,2011,D,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,44000.0,44000.0,0
Kwame Watson-Siriboe,2013,D,RSL,7,7,630,0,0,0.0,0.0,0,0,0,0,0,0,106480.0,106480.0,0
Kyle Beckerman,2007,M,RSL,28,27,2430,3,3,0.11,0.11,0,2,0,3,2,1,120000.0,122500.0,6
Kyle Beckerman,2008,M,RSL,33,33,2953,3,2,0.1,0.07,2,1,3,0,0,2,286000.0,291000.0,5
Kyle Beckerman,2009,M,RSL,29,29,2638,3,3,0.12,0.29,0,2,2,1,2,1,321300.0,326300.0,6
Kyle Beckerman,2010,M,RSL,24,23,2010,2,3,0.1,0.15,1,1,1,1,2,1,500000.0,500000.0,5
Kyle Beckerman,2011,M,RSL,32,30,2693,3,9,0.11,0.33,1,6,2,1,9,0,439992.0,462492.0,12
Kyle Beckerman,2012,M,RSL,32,31,2772,4,4,0.14,0.14,1,3,2,2,2,2,600000.0,622500.0,8
Kyle Beckerman,2013,M,RSL,31,31,2791,4,7,0.16,0.42,2,2,3,1,3,4,600000.0,657500.0,11
Kyle Beckerman,2014,M,RSL,30,30,2700,3,3,0.11,0.11,0,1,1,2,2,1,700000.0,757500.0,6
Kyle Beckerman,2015,M,RSL,26,26,2335,1,2,0.04,0.08,0,1,0,1,2,0,625000.0,700000.0,3
Kyle Beckerman,2016,M,RSL,28,28,2457,0,1,0.0,0.04,0,0,0,0,0,1,1350000.0,1500000.0,1
Kyle Beckerman,2017,M,RSL,26,26,2242,4,0,0.16,0.0,0,0,0,4,0,0,750000.0,825000.0,4
Kyle Bekker,2013,M,TOR,9,3,335,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,72750.0,0
Kyle Bekker,2014,M,TOR,20,13,1117,0,0,0.0,0.0,0,0,0,0,0,0,51150.0,77400.0,0
Kyle Bekker,2016,M,MTL,18,13,1139,1,0,0.08,0.0,0,0,1,0,0,0,135883.0,188383.0,1
Kyle Brown,2007,F,RSL,8,3,286,2,0,0.63,0.0,1,0,1,1,0,0,17700.0,17700.0,2
Kyle Brown,2008,F,HOU,4,1,123,0,0,0.0,0.0,0,0,0,0,0,0,66000.0,66000.0,0
Kyle Davies,2009,D,DAL,11,10,795,0,0,0.0,0.0,0,0,0,0,0,0,50004.0,50004.0,0
Kyle Davies,2010,D,DAL,3,2,166,0,0,0.0,0.0,0,0,0,0,0,0,115000.0,115000.0,0
Kyle Fisher,2016,D,MTL,2,2,180,0,0,0.0,0.0,0,0,0,0,0,0,130000.0,146750.0,0
Kyle Fisher,2017,D,MTL,20,15,1455,1,0,0.06,0.0,1,0,1,0,0,0,53004.0,53004.0,1
Kyle Greig,2017,F,VAN,1,0,2,0,0,0.0,0.0,0,0,0,0,0,0,130008.0,133698.0,0
Kyle Hyland,2013,D-M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,35125.0,35125.0,0
Kyle Nakazawa,2010,M,PHI,14,8,798,0,0,0.0,0.0,0,0,0,0,0,0,40000.0,40000.0,0
Kyle Nakazawa,2011,M,PHI,22,14,1208,1,3,0.07,0.22,1,0,0,1,1,2,88000.0,88000.0,4
Lamar Neagle,2009,M,SEA,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,30600.0,30600.0,0
Lamar Neagle,2011,M,SEA,25,10,1144,6,2,1.11,0.18,2,1,4,2,1,1,65208.0,65208.0,8
Lamar Neagle,2012,M,MTL,23,11,1086,2,2,0.17,0.17,1,0,2,0,1,1,44000.0,44000.0,4
Lamar Neagle,2013,M,SEA,32,29,2586,8,4,0.3,0.15,4,2,8,0,3,1,96800.0,96800.0,12
Lamar Neagle,2014,M,SEA,35,29,2423,9,9,0.36,0.36,2,0,4,5,5,4,220000.0,220000.0,18
Lamar Neagle,2015,M,SEA,31,23,2028,4,2,0.18,0.09,2,1,1,3,2,0,330000.0,335666.66,6
Lamar Neagle,2016,M,DC,32,21,1980,10,6,3.42,0.28,3,0,4,6,4,2,370000.0,375666.66,16
Lamar Neagle,2017,M,DC,33,9,1228,3,0,0.22,0.0,1,0,2,1,0,0,400000.0,405666.66,3
Laurent Merlin,2007,F,CHV,23,8,874,1,2,0.11,0.22,0,0,1,0,0,2,120000.0,120000.0,3
Lawrence Olum,2017,D,POR,32,24,2283,1,0,0.04,0.0,0,0,1,0,0,0,285000.0,315000.0,1
Lawson Vaughn,2007,D,CHV,25,23,1991,1,2,0.05,0.09,0,2,1,0,2,0,60000.0,60000.0,3
Lawson Vaughn,2008,D,CHV,7,7,436,0,0,0.0,0.0,0,0,0,0,0,0,66000.0,66000.0,0
Leandre Griffit,2010,M,CLB,3,0,43,1,0,2.09,0.0,0,0,1,0,0,0,80016.0,80016.0,1
Leandro Barrera,2014,M,CHV,32,24,2071,1,2,0.04,0.09,0,0,0,1,1,1,50000.0,50000.0,3
Lee Young-Pyo,2012,D,VAN,34,34,3060,1,4,0.03,0.12,1,1,0,1,4,0,280000.0,348400.0,5
Lee Young-Pyo,2013,D,VAN,32,30,2747,0,6,0.0,0.2,0,2,0,0,2,4,196900.0,231100.0,6
Leo Fernandes,2013,M,PHI,7,3,281,0,0,0.0,0.0,0,0,0,0,0,0,35125.0,35125.0,0
Leo Fernandes,2014,M,PHI,13,7,697,2,1,0.26,0.13,0,1,0,2,1,0,48500.0,48500.0,3
Leo Fernandes,2015,M,PHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,60000.0,0
Leo Fernandes,2016,M,PHI,12,2,256,0,1,0.0,0.35,0,0,0,0,1,0,126000.0,126000.0,1
Leonel Miranda,2015,M,HOU,20,11,1015,2,1,0.18,0.09,0,0,2,0,0,1,60000.0,60000.0,3
Leonel Miranda,2016,M,HOU,12,3,484,1,1,0.19,0.19,0,0,0,1,1,0,62500.0,62500.0,2
Levi Houapeu,2011,F,PHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,65208.0,65208.0,0
Lewis Neal,2015,M,ORL,21,18,1509,0,1,0.0,0.06,0,0,0,0,1,0,112500.0,119103.28,1
Liam Ridgewell,2014,D,POR,15,15,1350,2,1,0.13,0.07,0,1,1,1,0,1,1200000.0,1200000.0,3
Liam Ridgewell,2015,D,POR,37,37,3319,1,1,0.2,0.03,0,0,1,0,1,0,2000000.0,2300000.0,2
Liam Ridgewell,2016,D,POR,22,22,1980,1,0,0.05,0.0,1,0,1,0,0,0,1100000.0,1250000.0,1
Liam Ridgewell,2017,D,POR,17,17,1450,3,0,0.21,0.0,0,0,3,0,0,0,1230000.0,1230000.0,3
Lindo Mfeka,2017,M,SJ,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,106008.0,106008.0,0
Lloyd Sam,2017,M-F,DC,30,23,2025,2,6,0.09,0.27,0,1,1,1,4,2,240000.0,250000.0,8
Logan Emory,2012,D,TOR,23,19,1621,0,0,0.0,0.0,0,0,0,0,0,0,44000.0,44000.0,0
Logan Pause,2007,M,CHI,26,24,2173,1,0,0.05,0.0,1,0,1,0,0,0,138600.0,138600.0,1
Logan Pause,2008,M,CHI,30,30,2700,0,0,0.0,0.0,0,0,0,0,0,0,163460.0,168460.0,0
Logan Pause,2009,M,CHI,29,29,2587,0,3,0.0,0.12,0,1,0,0,0,3,290000.0,306250.0,3
Logan Pause,2010,M,CHI,26,26,2258,1,3,0.04,0.12,0,0,0,1,1,2,160000.0,168125.0,4
Logan Pause,2011,M,CHI,29,28,2514,0,0,0.0,0.0,0,0,0,0,0,0,176000.0,184125.0,0
Logan Pause,2012,M,CHI,33,32,2469,1,0,0.04,0.0,0,0,1,0,0,0,340000.0,375666.66,1
Logan Pause,2013,M,CHI,15,11,904,0,0,0.0,0.0,0,0,0,0,0,0,180000.0,197833.33,0
Logan Pause,2014,M,CHI,12,6,654,0,0,0.0,0.0,0,0,0,0,0,0,75000.0,75000.0,0
London Woodberry,2013,D,DAL,8,3,363,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,46500.0,0
London Woodberry,2016,D,NE,25,23,2068,1,0,0.04,0.0,0,0,0,1,0,0,63000.0,63000.0,1
London Woodberry,2017,D,NE,3,2,165,0,0,0.0,0.0,0,0,0,0,0,0,69300.0,69300.0,0
Long Tan,2011,F,VAN,13,4,437,1,2,0.21,0.41,1,1,1,0,1,1,32600.04,32600.04,3
Louis Beland-Goyette,2014,M,MTL,1,0,15,0,0,0.0,0.0,0,0,0,0,0,0,36504.0,36504.0,0
Lovel Palmer,2010,D,HOU,26,24,2049,2,1,0.09,0.04,0,0,2,0,0,1,60000.0,71250.0,3
Lovel Palmer,2012,D,POR,19,15,1331,0,0,0.0,0.0,0,0,0,0,0,0,85000.0,96250.0,0
Lovel Palmer,2013,D,RSL,20,15,1362,0,1,0.0,0.08,0,1,0,0,0,1,134000.0,143000.0,1
Lovel Palmer,2014,D,CHI,30,29,2625,1,1,0.03,0.03,0,0,1,0,0,1,82500.0,87000.0,2
Lovel Palmer,2015,D,CHI,22,20,1797,0,1,0.0,0.05,0,1,0,0,1,0,118000.0,125500.0,1
Lucas Melano,2015,F,POR,19,12,1030,2,4,0.42,0.6699999999999999,0,2,1,1,2,2,1599984.0,1599984.0,6
Lucas Melano,2016,F,POR,31,27,2268,3,5,0.12,0.2,1,0,2,1,4,1,760000.0,760000.0,8
Lucas Ontivero,2016,M,MTL,21,12,980,2,2,0.18,0.18,0,1,2,0,1,1,760000.0,880000.0,4
Lucas Pittinari,2015,M,COL,29,25,2241,1,3,0.04,0.12,1,1,1,0,3,0,190000.0,210000.0,4
Luciano Acosta,2016,M-F,DC,32,26,2174,3,11,0.13,0.47,0,3,3,0,8,3,654545.52,858545.52,14
Luciano Acosta,2017,M-F,DC,31,30,2419,5,5,0.19,0.19,4,1,4,1,2,3,500000.0,602000.0,10
Luis Bolanos,2014,F,CHV,3,0,51,0,0,0.0,0.0,0,0,0,0,0,0,48504.0,48504.0,0
Luis Gil,2010,M,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,171000.0,361166.66,0
